Dex	Name	Type 1	Type 2
529	Drilbur	Ground	
530	Excadrill	Ground	Steel
531	Audino	Normal	
531	Mega Audino	Normal	Fairy
532	Timburr	Fighting	
533	Gurdurr	Fighting	
534	Conkeldurr	Fighting	
535	Tympole	Water	
536	Palpitoad	Water	Ground
537	Seismitoad	Water	Ground
538	Throh	Fighting	
539	Sawk	Fighting	
540	Sewaddle	Bug	Grass
541	Swadloon	Bug	Grass
542	Leavanny	Bug	Grass
543	Venipede	Bug	Poison
544	Whirlipede	Bug	Poison
545	Scolipede	Bug	Poison
546	Cottonee	Grass	Fairy
547	Whimsicott	Grass	Fairy
548	Petilil	Grass	
549	Lilligant	Grass	
549	Hisuian Lilligant	Grass	Fighting
550	Basculin	Water	
550	Blue-Striped Basculin	Water	
550	White-Striped Basculin	Water	
551	Sandile	Ground	Dark
552	Krokorok	Ground	Dark
553	Krookodile	Ground	Dark
554	Darumaka	Fire	
554	Galarian Darumaka	Ice	
555	Darmanitan	Fire	
555	Zen Darmanitan	Fire	Psychic
555	Galarian Zen Darmanitan	Ice	Fire
556	Maractus	Grass	
557	Dwebble	Bug	Rock
558	Crustle	Bug	Rock
559	Scraggy	Dark	Fighting
560	Scrafty	Dark	Fighting
561	Sigilyph	Psychic	Flying
562	Yamask	Ghost	
562	Galarian Yamask	Ground	Ghost
563	Cofagrigus	Ghost	
564	Tirtouga	Water	Rock
565	Carracosta	Water	Rock
566	Archen	Rock	Flying
567	Archeops	Rock	Flying
568	Trubbish	Poison	
569	Garbodor	Poison	
569	Gigantamax Garbodor	Poison	
570	Zorua	Dark	
570	Hisuian Zorua	Normal	Ghost
571	Zoroark	Dark	
571	Hisuian Zoroark	Normal	Ghost
572	Minccino	Normal	
573	Cinccino	Normal	
574	Gothita	Psychic	
575	Gothorita	Psychic	
576	Gothitelle	Psychic	
577	Solosis	Psychic	
578	Duosion	Psychic	
579	Reuniclus	Psychic	
580	Ducklett	Water	Flying
581	Swanna	Water	Flying
582	Vanillite	Ice	
583	Vanillish	Ice	
584	Vanilluxe	Ice	
585	Deerling	Normal	Grass
585	Summer Deerling	Normal	Grass
585	Autumn Deerling	Normal	Grass
585	Winter Deerling	Normal	Grass
586	Sawsbuck	Normal	Grass
586	Summer Sawsbuck	Normal	Grass
586	Autumn Sawsbuck	Normal	Grass
586	Winter Sawsbuck	Normal	Grass
587	Emolga	Electric	Flying
588	Karrablast	Bug	
589	Escavalier	Bug	Steel
590	Foongus	Grass	Poison
591	Amoonguss	Grass	Poison
592	Frillish	Water	Ghost
593	Jellicent	Water	Ghost
593	Jellicent	Water	Ghost
594	Alomomola	Water	
595	Joltik	Bug	Electric
596	Galvantula	Bug	Electric
597	Ferroseed	Grass	Steel
598	Ferrothorn	Grass	Steel
599	Klink	Steel	
600	Klang	Steel	
601	Klinklang	Steel	
602	Tynamo	Electric	
603	Eelektrik	Electric	
604	Eelektross	Electric	
605	Elgyem	Psychic	
606	Beheeyem	Psychic	
607	Litwick	Ghost	Fire
608	Lampent	Ghost	Fire
609	Chandelure	Ghost	Fire
610	Axew	Dragon	
611	Fraxure	Dragon	
612	Haxorus	Dragon	
613	Cubchoo	Ice	
614	Beartic	Ice	
615	Cryogonal	Ice	
616	Shelmet	Bug	
617	Accelgor	Bug	
618	Stunfisk	Ground	Electric
618	Galarian Stunfisk	Ground	Steel
619	Mienfoo	Fighting	
620	Mienshao	Fighting	
621	Druddigon	Dragon	
622	Golett	Ground	Ghost
623	Golurk	Ground	Ghost
624	Pawniard	Dark	Steel
625	Bisharp	Dark	Steel
626	Bouffalant	Normal	
627	Rufflet	Normal	Flying
628	Braviary	Normal	Flying
628	Hisuian Braviary	Psychic	Flying
629	Vullaby	Dark	Flying
630	Mandibuzz	Dark	Flying
631	Heatmor	Fire	
632	Durant	Bug	Steel
633	Deino	Dark	Dragon
634	Zweilous	Dark	Dragon
635	Hydreigon	Dark	Dragon
636	Larvesta	Bug	Fire
637	Volcarona	Bug	Fire
638	Cobalion	Steel	Fighting
639	Terrakion	Rock	Fighting
640	Virizion	Grass	Fighting
641	Tornadus	Flying	
641	Therian Tornadus	Flying	
642	Thundurus	Electric	Flying
642	Therian Thundurus	Electric	Flying
643	Reshiram	Dragon	Fire
644	Zekrom	Dragon	Electric
645	Landorus	Ground	Flying
645	Therian Landorus	Ground	Flying
646	Kyurem	Dragon	Ice
646	Black Kyurem	Dragon	Ice
646	White Kyurem	Dragon	Ice
647	Keldeo	Water	Fighting
647	Resolute Keldeo	Water	Fighting
648	Meloetta	Normal	Psychic
648	Pirouette Meloetta	Normal	Fighting
649	Genesect	Bug	Steel
649	High-speed Flight Configuration Genesect	Bug	Steel
650	Chespin	Grass	
651	Quilladin	Grass	
652	Chesnaught	Grass	Fighting
653	Fennekin	Fire	
654	Braixen	Fire	
655	Delphox	Fire	Psychic
656	Froakie	Water	
657	Frogadier	Water	
658	Greninja	Water	Dark
658	Ash's Greninja	Water	Dark
659	Bunnelby	Normal	
660	Diggersby	Normal	Ground
661	Fletchling	Normal	Flying
662	Fletchinder	Fire	Flying
663	Talonflame	Fire	Flying
664	Scatterbug	Bug	
665	Spewpa	Bug	
666	Vivillon	Bug	Flying
666	Icy Snow Vivillon	Bug	Flying
666	Polar Vivillon	Bug	Flying
666	Tundra Vivillon	Bug	Flying
666	Continental Vivillon	Bug	Flying
666	Garden Vivillon	Bug	Flying
666	Elegant Vivillon	Bug	Flying
666	Modern Vivillon	Bug	Flying
666	Marine Vivillon	Bug	Flying
666	Archipelago Vivillon	Bug	Flying
666	High Plain Vivillon	Bug	Flying
666	Sandstorm Vivillon	Bug	Flying
666	River Vivillon	Bug	Flying
666	Monsoon Vivillon	Bug	Flying
666	Savanna Vivillon	Bug	Flying
666	Sun Vivillon	Bug	Flying
666	Ocean Vivillon	Bug	Flying
666	Jungle Vivillon	Bug	Flying
666	Fancy Vivillon	Bug	Flying
666	Poké Ball Vivillon	Bug	Flying
667	Litleo	Fire	Normal
668	Pyroar	Fire	Normal
669	Flabébé	Fairy	
669	Yellow Flower Flabébé	Fairy	
669	Orange Flower Flabébé	Fairy	
669	Blue Flower Flabébé	Fairy	
669	White Flower Flabébé	Fairy	
670	Floette	Fairy	
670	Yellow Flower Floette	Fairy	
670	Orange Flower Floette	Fairy	
670	Blue Flower Floette	Fairy	
670	White Flower Floette	Fairy	
671	Florges	Fairy	
671	Yellow Flower Florges	Fairy	
671	Orange Flower Florges	Fairy	
671	Blue Flower Florges	Fairy	
671	White Flower Florges	Fairy	
672	Skiddo	Grass	
673	Gogoat	Grass	
674	Pancham	Fighting	
675	Pangoro	Fighting	Dark
676	Furfrou	Normal	
676	Heart Trim Furfrou	Normal	
676	Star Trim Furfrou	Normal	
676	Diamond Trim Furfrou	Normal	
676	Debutante Trim Furfrou	Normal	
676	Matron Trim Furfrou	Normal	
676	Dandy Trim Furfrou	Normal	
676	La Reine Trim Furfrou	Normal	
676	Kabuki Trim Furfrou	Normal	
676	Pharaoh Trim Furfrou	Normal	
677	Espurr	Psychic	
678	Meowstic	Psychic	
679	Honedge	Steel	Ghost
680	Doublade	Steel	Ghost
681	Aegislash	Steel	Ghost
681	Blade Aegislash	Steel	Ghost
682	Spritzee	Fairy	
683	Aromatisse	Fairy	
684	Swirlix	Fairy	
685	Slurpuff	Fairy	
686	Inkay	Dark	Psychic
687	Malamar	Dark	Psychic
688	Binacle	Rock	Water
689	Barbaracle	Rock	Water
690	Skrelp	Poison	Water
691	Dragalge	Poison	Dragon
692	Clauncher	Water	
693	Clawitzer	Water	
694	Helioptile	Electric	Normal
695	Heliolisk	Electric	Normal
696	Tyrunt	Rock	Dragon
697	Tyrantrum	Rock	Dragon
698	Amaura	Rock	Ice
699	Aurorus	Rock	Ice
700	Sylveon	Fairy	
701	Hawlucha	Fighting	Flying
702	Dedenne	Electric	Fairy
703	Carbink	Rock	Fairy
704	Goomy	Dragon	
705	Sliggoo	Dragon	
705	Hisuian Sliggoo	Steel	Dragon
706	Goodra	Dragon	
706	Hisuian Goodra	Steel	Dragon
707	Klefki	Steel	Fairy
708	Phantump	Ghost	Grass
709	Trevenant	Ghost	Grass
710	Pumpkaboo	Ghost	Grass
710	Small Pumpkaboo	Ghost	Grass
710	Large Pumpkaboo	Ghost	Grass
710	Super Pumpkaboo	Ghost	Grass
711	Gourgeist	Ghost	Grass
711	Small Gourgeist	Ghost	Grass
711	Large Gourgeist	Ghost	Grass
711	Super Gourgeist	Ghost	Grass
712	Bergmite	Ice	
713	Avalugg	Ice	
713	Hisuian Avalugg	Ice	Rock
714	Noibat	Flying	Dragon
715	Noivern	Flying	Dragon
716	Xerneas	Fairy	
716	Neutral Xerneas	Fairy	
717	Yveltal	Dark	Flying
718	Zygarde	Dragon	Ground
718	10% Zygarde	Dragon	Ground
718	Complete Zygarde	Dragon	Ground
718	Zygarde Cell	Dragon	Ground
718	Zygarde Core	Dragon	Ground
719	Diancie	Rock	Fairy
719	Mega Diancie	Rock	Fairy
720	Hoopa	Psychic	Ghost
720	Hoopa Unbound	Psychic	Dark
721	Volcanion	Fire	Water
722	Rowlet	Grass	Flying
723	Dartrix	Grass	Flying
724	Decidueye	Grass	Ghost
724	Hisuian Decidueye	Grass	Fighting
725	Litten	Fire	
726	Torracat	Fire	
727	Incineroar	Fire	Dark
728	Popplio	Water	
729	Brionne	Water	
730	Primarina	Water	Fairy
731	Pikipek	Normal	Flying
732	Trumbeak	Normal	Flying
733	Toucannon	Normal	Flying
734	Yungoos	Normal	
735	Gumshoos	Normal	
736	Grubbin	Bug	
737	Charjabug	Bug	Electric
738	Vikavolt	Bug	Electric
739	Crabrawler	Fighting	
740	Crabominable	Fighting	Ice
741	Oricorio	Fire	Flying
741	Pom-pom Oricorio	Electric	Flying
741	Pa'u Oricorio	Psychic	Flying
741	Sensu Oricorio	Ghost	Flying
742	Cutiefly	Bug	Fairy
743	Ribombee	Bug	Fairy
744	Rockruff	Rock	
745	Lycanroc	Rock	
745	Midnight Lycanroc	Rock	
745	Dusk Lycanroc	Rock	
746	Wishiwashi	Water	
746	School Wishiwashi	Water	
747	Mareanie	Poison	Water
748	Toxapex	Poison	Water
749	Mudbray	Ground	
750	Mudsdale	Ground	
751	Dewpider	Water	Bug
752	Araquanid	Water	Bug
753	Fomantis	Grass	
754	Lurantis	Grass	
755	Morelull	Grass	Fairy
756	Shiinotic	Grass	Fairy
757	Salandit	Poison	Fire
758	Salazzle	Poison	Fire
759	Stufful	Normal	Fighting
760	Bewear	Normal	Fighting
761	Bounsweet	Grass	
762	Steenee	Grass	
763	Tsareena	Grass	
764	Comfey	Fairy	
765	Oranguru	Normal	Psychic
766	Passimian	Fighting	
767	Wimpod	Bug	Water
768	Golisopod	Bug	Water
769	Sandygast	Ghost	Ground
770	Palossand	Ghost	Ground
771	Pyukumuku	Water	
772	Type: Null	Normal	
773	Silvally	Normal	
773	Bug Silvally	Bug	
773	Dark Silvally	Dark	
773	Dragon Silvally	Dragon	
773	Electric Silvally	Electric	
773	Fighting Silvally	Fighting	
773	Fire Silvally	Fire	
773	Flying Silvally	Flying	
773	Ghost Silvally	Ghost	
773	Grass Silvally	Grass	
773	Ground Silvally	Ground	
773	Ice Silvally	Ice	
773	Poison Silvally	Poison	
773	Psychic Silvally	Psychic	
773	Rock Silvally	Rock	
773	Steel Silvally	Steel	
773	Water Silvally	Water	
773	Fairy Silvally	Fairy	
774	Minior	Rock	Flying
774	Red Meteor Minior	Rock	Flying
774	Orange Meteor Minior	Rock	Flying
774	Yellow Meteor Minior	Rock	Flying
774	Green Meteor Minior	Rock	Flying
774	Blue Meteor Minior	Rock	Flying
774	Indigo Meteor Minior	Rock	Flying
774	Violet Meteor Minior	Rock	Flying
774	Red Core Minior	Rock	Flying
774	Orange Core Minior	Rock	Flying
774	Yellow Core Minior	Rock	Flying
774	Green Core Minior	Rock	Flying
774	Blue Core Minior	Rock	Flying
774	Indigo Core Minior	Rock	Flying
774	Violet Core Minior	Rock	Flying
775	Komala	Normal	
776	Turtonator	Fire	Dragon
777	Togedemaru	Electric	Steel
778	Mimikyu	Ghost	Fairy
778	Busted Mimikyu	Ghost	Fairy
779	Bruxish	Water	Psychic
780	Drampa	Normal	Dragon
781	Dhelmise	Ghost	Grass
782	Jangmo-o	Dragon	
783	Hakamo-o	Dragon	Fighting
784	Kommo-o	Dragon	Fighting
785	Tapu Koko	Electric	Fairy
786	Tapu Lele	Psychic	Fairy
787	Tapu Bulu	Grass	Fairy
788	Tapu Fini	Water	Fairy
789	Cosmog	Psychic	
790	Cosmoem	Psychic	
791	Solgaleo	Psychic	Steel
792	Lunala	Psychic	Ghost
793	Nihilego	Rock	Poison
794	Buzzwole	Bug	Fighting
795	Pheromosa	Bug	Fighting
796	Xurkitree	Electric	
797	Celesteela	Steel	Flying
798	Kartana	Grass	Steel
799	Guzzlord	Dark	Dragon
800	Necrozma	Psychic	
800	Dusk Mane Necrozma	Psychic	Steel
800	Dawn Wings Necrozma	Psychic	Ghost
800	Ultra Necrozma	Psychic	Dragon
801	Magearna	Steel	Fairy
801	Original Magearna	Steel	Fairy
802	Marshadow	Fighting	Ghost
802	Zenith Marshadow	Fighting	Ghost
803	Poipole	Poison	
804	Naganadel	Poison	Dragon
805	Stakataka	Rock	Steel
806	Blacephalon	Fire	Ghost
807	Zeraora	Electric	
808	Meltan	Steel	
809	Melmetal	Steel	
809	Gigantamax Melmetal	Steel	
810	Grookey	Grass	
811	Thwackey	Grass	
812	Rillaboom	Grass	
812	Gigantamax Rillaboom	Grass	
813	Scorbunny	Fire	
814	Raboot	Fire	
815	Cinderace	Fire	
815	Gigantamax Cinderace	Fire	
816	Sobble	Water	
817	Drizzile	Water	
818	Inteleon	Water	
818	Gigantamax Inteleon	Water	
819	Skwovet	Normal	
820	Greedent	Normal	
821	Rookidee	Flying	
822	Corvisquire	Flying	
823	Corviknight	Flying	Steel
823	Gigantamax Corviknight	Flying	Steel
824	Blipbug	Bug	
825	Dottler	Bug	Psychic
826	Orbeetle	Bug	Psychic
826	Gigantamax Orbeetle	Bug	Psychic
827	Nickit	Dark	
828	Thievul	Dark	
829	Gossifleur	Grass	
830	Eldegoss	Grass	
831	Wooloo	Normal	
832	Dubwool	Normal	
833	Chewtle	Water	
834	Drednaw	Water	Rock
834	Gigantamax Drednaw	Water	Rock
835	Yamper	Electric	
836	Boltund	Electric	
837	Rolycoly	Rock	
838	Carkol	Rock	Fire
839	Coalossal	Rock	Fire
839	Gigantamax Coalossal	Rock	Fire
840	Applin	Grass	Dragon
841	Flapple	Grass	Dragon
841	Gigantamax Flapple	Grass	Dragon
842	Appletun	Grass	Dragon
842	Gigantamax Appletun	Grass	Dragon
843	Silicobra	Ground	
844	Sandaconda	Ground	
844	Gigantamax Sandaconda	Ground	
845	Cramorant	Flying	Water
845	Gulping Cramorant	Flying	Water
845	Gorging Cramorant	Flying	Water
846	Arrokuda	Water	
847	Barraskewda	Water	
848	Toxel	Electric	Poison
849	Amped Toxtricity	Electric	Poison
849	Low Key Toxtricity	Electric	Poison
849	Gigantamax Amped Toxtricity	Electric	Poison
849	Gigantamax Low Key Toxtricity	Electric	Poison
850	Sizzlipede	Fire	Bug
851	Centiskorch	Fire	Bug
851	Gigantamax Centiskorch	Fire	Bug
852	Clobbopus	Fighting	
853	Grapploct	Fighting	
854	Sinistea	Ghost	
855	Polteageist	Ghost	
856	Hatenna	Psychic	
857	Hattrem	Psychic	
858	Hatterene	Psychic	Fairy
858	Gigantamax Hatterene	Psychic	Fairy
859	Impidimp	Dark	Fairy
860	Morgrem	Dark	Fairy
861	Grimmsnarl	Dark	Fairy
861	Gigantamax Grimmsnarl	Dark	Fairy
862	Obstagoon	Dark	Normal
863	Perrserker	Steel	
864	Cursola	Ghost	
865	Sirfetch'd	Fighting	
866	Mr. Rime	Ice	Psychic
867	Runerigus	Ground	Ghost
868	Milcery	Fairy	
869	Alcremie	Fairy	
869	Gigantamax Alcremie	Fairy	
869	Vanilla Cream Berry Sweet Alcremie	Fairy	
869	Vanilla Cream Love Sweet Alcremie	Fairy	
869	Vanilla Cream Star Sweet Alcremie	Fairy	
869	Vanilla Cream Clover Sweet Alcremie	Fairy	
869	Vanilla Cream Flower Sweet Alcremie	Fairy	
869	Vanilla Cream Ribbon Sweet Alcremie	Fairy	
870	Falinks	Fighting	
871	Pincurchin	Electric	
872	Snom	Ice	Bug
873	Frosmoth	Ice	Bug
874	Stonjourner	Rock	
875	Eiscue	Ice	
875	Noice Face Eiscue	Ice	
876	Indeedee	Psychic	Normal
877	Morpeko	Electric	Dark
877	Hangry Morpeko	Electric	Dark
878	Cufant	Steel	
879	Copperajah	Steel	
879	Gigantamax Copperajah	Steel	
880	Dracozolt	Electric	Dragon
881	Arctozolt	Electric	Ice
882	Dracovish	Water	Dragon
883	Arctovish	Water	Ice
884	Duraludon	Steel	Dragon
884	Gigantamax Duraludon	Steel	Dragon
885	Dreepy	Dragon	Ghost
886	Drakloak	Dragon	Ghost
887	Dragapult	Dragon	Ghost
888	Zacian	Fairy	
888	Crowned Zacian	Fairy	Steel
889	Zamazenta	Fighting	
889	Crowned Zamazenta	Fighting	Steel
890	Eternatus	Poison	Dragon
890	Eternamax Eternatus	Poison	Dragon
891	Kubfu	Fighting	
892	Urshifu	Fighting	Dark
892	Rapid Strike Urshifu	Fighting	Water
892	Gigantamax Single Strike Urshifu	Fighting	Dark
892	Gigantamax Rapid Strike Urshifu	Fighting	Water
893	Zarude	Dark	Grass
893	Dada Zarude	Dark	Grass
894	Regieleki	Electric	
895	Regidrago	Dragon	
896	Glastrier	Ice	
897	Spectrier	Ghost	
898	Calyrex	Psychic	Grass
898	Ice Rider Calyrex	Psychic	Ice
898	Shadow Rider Calyrex	Psychic	Ghost
899	Wyrdeer	Normal	Psychic
900	Kleavor	Bug	Rock
901	Ursaluna	Ground	Normal
901	Bloodmoon Ursaluna	Ground	Normal
902	Basculegion	Water	Ghost
902	Basculegion	Water	Ghost
903	Sneasler	Fighting	Poison
904	Overqwil	Dark	Poison
905	Enamorus	Fairy	Flying
905	Therian Enamorus	Fairy	Flying
906	Sprigatito	Grass	
907	Floragato	Grass	
908	Meowscarada	Grass	Dark
909	Fuecoco	Fire	
910	Crocalor	Fire	
911	Skeledirge	Fire	Ghost
912	Quaxly	Water	
913	Quaxwell	Water	
914	Quaquaval	Water	Fighting
915	Lechonk	Normal	
916	Oinkologne	Normal	
917	Tarountula	Bug	
918	Spidops	Bug	
919	Nymble	Bug	
920	Lokix	Bug	Dark
921	Pawmi	Electric	
922	Pawmo	Electric	Fighting
923	Pawmot	Electric	Fighting
924	Tandemaus	Normal	
925	Maushold	Normal	
925	Family of Three Maushold	Normal	
926	Fidough	Fairy	
927	Dachsbun	Fairy	
928	Smoliv	Grass	Normal
929	Dolliv	Grass	Normal
930	Arboliva	Grass	Normal
931	Squawkabilly	Normal	Flying
931	Blue Plumage Squawkabilly	Normal	Flying
931	Yellow Plumage Squawkabilly	Normal	Flying
931	White Plumage Squawkabilly	Normal	Flying
932	Nacli	Rock	
933	Naclstack	Rock	
934	Garganacl	Rock	
935	Charcadet	Fire	
936	Armarouge	Fire	Psychic
937	Ceruledge	Fire	Ghost
938	Tadbulb	Electric	
939	Bellibolt	Electric	
940	Wattrel	Electric	Flying
941	Kilowattrel	Electric	Flying
942	Maschiff	Dark	
943	Mabosstiff	Dark	
944	Shroodle	Poison	Normal
945	Grafaiai	Poison	Normal
946	Bramblin	Grass	Ghost
947	Brambleghast	Grass	Ghost
948	Toedscool	Ground	Grass
949	Toedscruel	Ground	Grass
950	Klawf	Rock	
951	Capsakid	Grass	
952	Scovillain	Grass	Fire
953	Rellor	Bug	
954	Rabsca	Bug	Psychic
955	Flittle	Psychic	
956	Espathra	Psychic	
957	Tinkatink	Fairy	Steel
958	Tinkatuff	Fairy	Steel
959	Tinkaton	Fairy	Steel
960	Wiglett	Water	
961	Wugtrio	Water	
962	Bombirdier	Flying	Dark
963	Finizen	Water	
964	Palafin	Water	
964	Hero Palafin	Water	
965	Varoom	Steel	Poison
966	Revavroom	Steel	Poison
967	Cyclizar	Dragon	Normal
967	Battle Cyclizar	Dragon	Normal
967	Ride Cyclizar	Dragon	Normal
968	Orthworm	Steel	
969	Glimmet	Rock	Poison
970	Glimmora	Rock	Poison
971	Greavard	Ghost	
972	Houndstone	Ghost	
973	Flamigo	Flying	Fighting
974	Cetoddle	Ice	
975	Cetitan	Ice	
976	Veluza	Water	Psychic
977	Dondozo	Water	
978	Tatsugiri	Dragon	Water
978	Droopy Tatsugiri	Dragon	Water
978	Stretchy Tatsugiri	Dragon	Water
979	Annihilape	Fighting	Ghost
980	Clodsire	Poison	Ground
981	Farigiraf	Normal	Psychic
982	Dudunsparce	Normal	
982	Three-Segment Dudunsparce	Normal	
983	Kingambit	Dark	Steel
984	Great Tusk	Ground	Fighting
985	Scream Tail	Fairy	Psychic
986	Brute Bonnet	Grass	Dark
987	Flutter Mane	Ghost	Fairy
988	Slither Wing	Bug	Fighting
989	Sandy Shocks	Electric	Ground
990	Iron Treads	Ground	Steel
991	Iron Bundle	Ice	Water
992	Iron Hands	Fighting	Electric
993	Iron Jugulis	Dark	Flying
994	Iron Moth	Fire	Poison
995	Iron Thorns	Rock	Electric
996	Frigibax	Dragon	Ice
997	Arctibax	Dragon	Ice
998	Baxcalibur	Dragon	Ice
999	Gimmighoul	Ghost	
999	Roaming Gimmighoul	Ghost	
1000	Gholdengo	Steel	Ghost
1001	Wo-Chien	Dark	Grass
1002	Chien-Pao	Dark	Ice
1003	Ting-Lu	Dark	Ground
1004	Chi-Yu	Dark	Fire
1005	Roaring Moon	Dragon	Dark
1006	Iron Valiant	Fairy	Fighting
1007	Koraidon	Fighting	Dragon
1007	Sprinting Build Koraidon	Fighting	Dragon
1007	Gliding Build Koraidon	Fighting	Dragon
1008	Miraidon	Electric	Dragon
1008	Drive Mode Miraidon	Electric	Dragon
1008	Glide Mode Miraidon	Electric	Dragon
1009	Walking Wake	Water	Dragon
1010	Iron Leaves	Grass	Psychic
1011	Dipplin	Grass	Dragon
1012	Poltchageist	Grass	Ghost
1013	Sinistcha	Grass	Ghost
1014	Okidogi	Poison	Fighting
1015	Munkidori	Poison	Psychic
1016	Fezandipiti	Poison	Fairy
1017	Ogerpon	Grass	
1017	Wellspring Mask Ogerpon	Grass	Water
1017	Hearthflame Mask Ogerpon	Grass	Fire
1017	Cornerstone Mask Ogerpon	Grass	Rock
1018	Archaludon	Steel	Dragon
1019	Hydrapple	Grass	Dragon
1020	Gouging Fire	Fire	Dragon
1021	Raging Bolt	Electric	Dragon
1022	Iron Boulder	Rock	Psychic
1023	Iron Crown	Steel	Psychic
1024	Terapagos	Normal	
1024	Terastal Terapagos	Normal	
1025	Pecharunt	Poison	Ghost
